oneid,choice,profit,variable,round,treatment,role,numtrans,price,tax,time,Rounds,round_of_ten
23572,16,-5.129999999999999,11,14,tax,seller,9,16,10,2021-01-29 12:59:43,11-20,4
23572,16,-5.039999999999999,11,15,tax,seller,7,16,10,2021-01-29 13:01:28,11-20,5
23572,16,-5.11,11,16,tax,seller,8,16,10,2021-01-29 13:03:24,11-20,6
23572,40,-0.10000000000000009,11,17,tax,seller,7,16,10,2021-01-29 13:05:45,11-20,7
23572,40,-0.10999999999999988,11,18,tax,seller,8,16,10,2021-01-29 13:07:56,11-20,8
23572,40,-0.10000000000000009,11,19,tax,seller,7,16,10,2021-01-29 13:09:37,11-20,9
23572,40,-0.10999999999999988,11,20,tax,seller,8,16,10,2021-01-29 13:12:01,11-20,10
26467,23,-0.039999999999999813,13,1,tax,seller,6,18,10,2021-01-29 12:32:23,1-10,1
26467,25,0.02000000000000024,13,2,tax,seller,6,18.5,10,2021-01-29 12:36:15,1-10,2
26467,23,0.10000000000000009,13,3,tax,seller,8,18.5,10,2021-01-29 12:38:38,1-10,3
26467,18,-4.389999999999999,13,4,tax,seller,9,18.5,10,2021-01-29 12:39:34,1-10,4
26467,18.88,0.10000000000000009,13,5,tax,seller,8,18.5,10,2021-01-29 12:42:04,1-10,5
26467,25,0.08999999999999986,13,6,tax,seller,7,18,10,2021-01-29 12:45:23,1-10,6
26467,25,0.08999999999999986,13,7,tax,seller,7,18,10,2021-01-29 12:45:40,1-10,7
26467,20,0.08999999999999986,13,8,tax,seller,7,18.05,10,2021-01-29 12:48:11,1-10,8
26467,18.1,0.10000000000000009,13,9,tax,seller,8,18.1,10,2021-01-29 12:50:26,1-10,9
26467,18.3,0.10000000000000009,13,10,tax,seller,8,18.15,10,2021-01-29 12:51:52,1-10,10
26467,18,10.5,29,11,notax,buyer,10,15.5,0,2021-01-29 12:54:14,11-20,1
26467,14,-2.6999999999999997,29,12,notax,buyer,9,16,0,2021-01-29 12:56:29,11-20,2
26467,17,10.5,29,13,notax,buyer,10,15.5,0,2021-01-29 12:58:29,11-20,3
26467,15,10.7,29,14,notax,buyer,11,15,0,2021-01-29 13:00:34,11-20,4
26467,14.44,-3.5999999999999996,29,15,notax,buyer,12,15,0,2021-01-29 13:02:38,11-20,5
26467,15,10.1,29,16,notax,buyer,13,15,0,2021-01-29 13:04:32,11-20,6
26467,15,10.4,29,17,notax,buyer,12,15,0,2021-01-29 13:06:02,11-20,7
26467,14.9,-3.5999999999999996,29,18,notax,buyer,12,15,0,2021-01-29 13:08:11,11-20,8
26467,14.9,-3.5999999999999996,29,19,notax,buyer,12,15,0,2021-01-29 13:10:20,11-20,9
26467,15,10.4,29,20,notax,buyer,12,15,0,2021-01-29 13:12:16,11-20,10
26547,21,0.40000000000000036,19,1,notax,buyer,12,15,0,2021-01-29 12:31:13,1-10,1
28233,18,-5.04,13,1,tax,seller,6,18,10,2021-01-29 12:32:36,1-10,1
28233,18.5,0.02000000000000024,13,2,tax,seller,6,18.5,10,2021-01-29 12:36:14,1-10,2
28233,18,-4.4,13,3,tax,seller,8,18.5,10,2021-01-29 12:37:48,1-10,3
28233,18,-4.389999999999999,13,4,tax,seller,9,18.5,10,2021-01-29 12:39:46,1-10,4
28233,18,-4.4,13,5,tax,seller,8,18.5,10,2021-01-29 12:41:41,1-10,5
28233,18,-4.91,13,6,tax,seller,7,18,10,2021-01-29 12:43:42,1-10,6
28233,18,-4.91,13,7,tax,seller,7,18,10,2021-01-29 12:46:10,1-10,7
28233,18,-4.859999999999999,13,8,tax,seller,7,18.05,10,2021-01-29 12:47:39,1-10,8
28233,18,-4.799999999999999,13,9,tax,seller,8,18.1,10,2021-01-29 12:49:45,1-10,9
28233,18,-4.750000000000002,13,10,tax,seller,8,18.15,10,2021-01-29 12:51:35,1-10,10
28233,18,-0.1299999999999999,1,11,tax,seller,6,16,10,2021-01-29 12:53:31,11-20,1
28233,16,4.87,1,12,tax,seller,9,16,10,2021-01-29 12:55:31,11-20,2
28233,16,4.800000000000001,1,13,tax,seller,9,16,10,2021-01-29 12:58:22,11-20,3
28233,16,4.87,1,14,tax,seller,9,16,10,2021-01-29 13:00:03,11-20,4
28233,16,4.96,1,15,tax,seller,7,16,10,2021-01-29 13:01:50,11-20,5
28233,16,4.890000000000001,1,16,tax,seller,8,16,10,2021-01-29 13:03:30,11-20,6
28233,16,4.9,1,17,tax,seller,7,16,10,2021-01-29 13:05:39,11-20,7
28233,16,4.890000000000001,1,18,tax,seller,8,16,10,2021-01-29 13:07:29,11-20,8
28233,16,4.9,1,19,tax,seller,7,16,10,2021-01-29 13:09:24,11-20,9
28233,16,4.890000000000001,1,20,tax,seller,8,16,10,2021-01-29 13:11:21,11-20,10
28315,40,-0.039999999999999813,15,1,tax,seller,6,18,10,2021-01-29 12:30:33,1-10,1
28315,20,0.02000000000000024,15,2,tax,seller,6,18.5,10,2021-01-29 12:36:00,1-10,2
28315,20,0.10000000000000009,15,3,tax,seller,8,18.5,10,2021-01-29 12:37:49,1-10,3
28315,20,0.11000000000000032,15,4,tax,seller,9,18.5,10,2021-01-29 12:39:58,1-10,4
28315,21,0.10000000000000009,15,5,tax,seller,8,18.5,10,2021-01-29 12:41:59,1-10,5
28315,20,0.08999999999999986,15,6,tax,seller,7,18,10,2021-01-29 12:43:34,1-10,6
28315,25,0.08999999999999986,15,7,tax,seller,7,18,10,2021-01-29 12:45:59,1-10,7
28315,24,0.08999999999999986,15,8,tax,seller,7,18.05,10,2021-01-29 12:48:26,1-10,8
28315,23,0.10000000000000009,15,9,tax,seller,8,18.1,10,2021-01-29 12:49:50,1-10,9
28315,22,0.10000000000000009,15,10,tax,seller,8,18.15,10,2021-01-29 12:51:41,1-10,10
28315,18,6,25,11,notax,buyer,10,16,0,2021-01-29 12:53:46,11-20,1
28315,16,6.300000000000001,25,12,notax,buyer,9,16,0,2021-01-29 12:55:35,11-20,2
28315,16,6.5,25,13,notax,buyer,10,15.5,0,2021-01-29 12:57:39,11-20,3
28315,15,6.7,25,14,notax,buyer,11,15,0,2021-01-29 12:59:59,11-20,4
28315,15,6.4,25,15,notax,buyer,12,15,0,2021-01-29 13:01:30,11-20,5
28315,15,6.1,25,16,notax,buyer,13,15,0,2021-01-29 13:03:47,11-20,6
28315,15,6.4,25,17,notax,buyer,12,15,0,2021-01-29 13:05:58,11-20,7
28315,15,6.4,25,18,notax,buyer,12,15,0,2021-01-29 13:07:26,11-20,8
28315,16,6.4,25,19,notax,buyer,12,15,0,2021-01-29 13:10:02,11-20,9
28315,17,6.4,25,20,notax,buyer,12,15,0,2021-01-29 13:11:41,11-20,10
28385,5,9.4,2,1,notax,seller,12,15,0,2021-01-29 12:30:47,1-10,1
28385,7,9.1,2,2,notax,seller,13,15,0,2021-01-29 12:35:53,1-10,2
28385,8,8.2,2,3,notax,seller,16,15,0,2021-01-29 12:37:37,1-10,3
28385,5,9.4,2,4,notax,seller,12,15,0,2021-01-29 12:39:30,1-10,4
28385,9,9.1,2,5,notax,seller,13,15,0,2021-01-29 12:42:01,1-10,5
28385,10,8.2,2,6,notax,seller,16,15,0,2021-01-29 12:43:30,1-10,6
28385,9,8.8,2,7,notax,seller,14,15,0,2021-01-29 12:45:27,1-10,7
28385,8,8.8,2,8,notax,seller,14,15,0,2021-01-29 12:48:05,1-10,8
28385,7,8.5,2,9,notax,seller,15,15,0,2021-01-29 12:49:36,1-10,9
28385,7,8.2,2,10,notax,seller,16,15,0,2021-01-29 12:51:29,1-10,10
28385,20,-0.1299999999999999,13,11,tax,seller,6,16,10,2021-01-29 12:54:22,11-20,1
28385,18,-0.1299999999999999,13,12,tax,seller,9,16,10,2021-01-29 12:55:42,11-20,2
28385,19,-0.19999999999999973,13,13,tax,seller,9,16,10,2021-01-29 12:57:43,11-20,3
28385,20,-0.1299999999999999,13,14,tax,seller,9,16,10,2021-01-29 12:59:33,11-20,4
28385,20,-0.040000000000000036,13,15,tax,seller,7,16,10,2021-01-29 13:02:26,11-20,5
28385,19,-0.10999999999999988,13,16,tax,seller,8,16,10,2021-01-29 13:03:35,11-20,6
28385,25,-0.10000000000000009,13,17,tax,seller,7,16,10,2021-01-29 13:05:42,11-20,7
28385,28,-0.10999999999999988,13,18,tax,seller,8,16,10,2021-01-29 13:07:34,11-20,8
28385,24,-0.10000000000000009,13,19,tax,seller,7,16,10,2021-01-29 13:09:47,11-20,9
28385,24,-0.10999999999999988,13,20,tax,seller,8,16,10,2021-01-29 13:11:26,11-20,10
28716,26,-3.5999999999999996,16,1,notax,seller,12,15,0,2021-01-29 12:30:36,1-10,1
28716,16,-3.9,16,2,notax,seller,13,15,0,2021-01-29 12:36:15,1-10,2
28716,15,-5.8,16,3,notax,seller,16,15,0,2021-01-29 12:37:54,1-10,3
28716,16,-3.5999999999999996,16,4,notax,seller,12,15,0,2021-01-29 12:40:02,1-10,4
28716,18.6,-3.9,16,5,notax,seller,13,15,0,2021-01-29 12:42:03,1-10,5
28716,15,-5.8,16,6,notax,seller,16,15,0,2021-01-29 12:43:43,1-10,6
28716,19,-4.2,16,7,notax,seller,14,15,0,2021-01-29 12:45:55,1-10,7
28716,19,-4.2,16,8,notax,seller,14,15,0,2021-01-29 12:47:42,1-10,8
28716,19,-4.5,16,9,notax,seller,15,15,0,2021-01-29 12:49:34,1-10,9
28716,19,-4.8,16,10,notax,seller,16,15,0,2021-01-29 12:51:41,1-10,10
28716,15,3,10,11,notax,seller,10,16,0,2021-01-29 12:53:39,11-20,1
28716,15,3.3000000000000003,10,12,notax,seller,9,16,0,2021-01-29 12:55:56,11-20,2
28716,15,2.5,10,13,notax,seller,10,15.5,0,2021-01-29 12:57:31,11-20,3
28716,15,1.7000000000000002,10,14,notax,seller,11,15,0,2021-01-29 12:59:38,11-20,4
28716,15,1.4000000000000004,10,15,notax,seller,12,15,0,2021-01-29 13:01:40,11-20,5
28716,15,1.1,10,16,notax,seller,13,15,0,2021-01-29 13:03:38,11-20,6
28716,15,1.4000000000000004,10,17,notax,seller,12,15,0,2021-01-29 13:05:26,11-20,7
28716,15,1.4000000000000004,10,18,notax,seller,12,15,0,2021-01-29 13:08:06,11-20,8
28716,15,1.4000000000000004,10,19,notax,seller,12,15,0,2021-01-29 13:09:40,11-20,9
28716,15,1.4000000000000004,10,20,notax,seller,12,15,0,2021-01-29 13:11:52,11-20,10
29417,20,-0.039999999999999813,11,1,tax,seller,6,18,10,2021-01-29 12:31:22,1-10,1
29417,18,-2.4799999999999995,11,2,tax,seller,6,18.5,10,2021-01-29 12:36:13,1-10,2
29417,18,-2.4800000000000004,11,3,tax,seller,8,18.5,10,2021-01-29 12:38:01,1-10,3
29417,18,-2.3899999999999992,11,4,tax,seller,9,18.5,10,2021-01-29 12:39:44,1-10,4
29417,18,-2.4000000000000004,11,5,tax,seller,8,18.5,10,2021-01-29 12:41:41,1-10,5
29417,18,-2.9099999999999997,11,6,tax,seller,7,18,10,2021-01-29 12:43:45,1-10,6
29417,18,-2.9099999999999997,11,7,tax,seller,7,18,10,2021-01-29 12:45:38,1-10,7
29417,18,-2.859999999999999,11,8,tax,seller,7,18.05,10,2021-01-29 12:47:40,1-10,8
29417,18,-2.799999999999999,11,9,tax,seller,8,18.1,10,2021-01-29 12:49:33,1-10,9
29417,18,-2.7500000000000018,11,10,tax,seller,8,18.15,10,2021-01-29 12:51:27,1-10,10
29417,18,-3,10,11,notax,seller,10,16,0,2021-01-29 12:54:00,11-20,1
29417,16,3.3000000000000003,10,12,notax,seller,9,16,0,2021-01-29 12:55:37,11-20,2
29417,16,-3,10,13,notax,seller,10,15.5,0,2021-01-29 12:57:34,11-20,3
29417,15,1.7000000000000002,10,14,notax,seller,11,15,0,2021-01-29 12:59:39,11-20,4
29417,15,1.4000000000000004,10,15,notax,seller,12,15,0,2021-01-29 13:01:33,11-20,5
29417,15,1.1,10,16,notax,seller,13,15,0,2021-01-29 13:03:52,11-20,6
29417,15,1.4000000000000004,10,17,notax,seller,12,15,0,2021-01-29 13:05:33,11-20,7
29417,15,1.4000000000000004,10,18,notax,seller,12,15,0,2021-01-29 13:07:29,11-20,8
29417,15,1.4000000000000004,10,19,notax,seller,12,15,0,2021-01-29 13:09:28,11-20,9
29417,15,1.4000000000000004,10,20,notax,seller,12,15,0,2021-01-29 13:11:27,11-20,10
31041,16,-3.5999999999999996,8,1,notax,seller,12,15,0,2021-01-29 12:31:26,1-10,1
31041,15,3.1,8,2,notax,seller,13,15,0,2021-01-29 12:36:00,1-10,2
31041,20,-4.8,8,3,notax,seller,16,15,0,2021-01-29 12:38:01,1-10,3
31041,14,3.4000000000000004,8,4,notax,seller,12,15,0,2021-01-29 12:39:29,1-10,4
31041,14,3.1,8,5,notax,seller,13,15,0,2021-01-29 12:41:38,1-10,5
31041,10,2.2,8,6,notax,seller,16,15,0,2021-01-29 12:43:32,1-10,6
31041,16,-4.2,8,7,notax,seller,14,15,0,2021-01-29 12:45:57,1-10,7
31041,21,-4.2,8,8,notax,seller,14,15,0,2021-01-29 12:49:13,1-10,8
31041,12,2.5,8,9,notax,seller,15,15,0,2021-01-29 12:49:34,1-10,9
31041,13,2.2,8,10,notax,seller,16,15,0,2021-01-29 12:51:33,1-10,10
31041,15,-0.1299999999999999,14,11,tax,buyer,6,16,10,2021-01-29 12:53:32,11-20,1
31041,15,-0.1299999999999999,14,12,tax,buyer,9,16,10,2021-01-29 12:55:57,11-20,2
31041,17,-2.1999999999999993,14,13,tax,buyer,9,16,10,2021-01-29 12:57:53,11-20,3
31041,13,-0.1299999999999999,14,14,tax,buyer,9,16,10,2021-01-29 12:59:32,11-20,4
31041,15,-0.040000000000000036,14,15,tax,buyer,7,16,10,2021-01-29 13:01:52,11-20,5
31041,16,-2.1100000000000003,14,16,tax,buyer,8,16,10,2021-01-29 13:03:34,11-20,6
31041,14.5,-0.10000000000000009,14,17,tax,buyer,7,16,10,2021-01-29 13:05:43,11-20,7
31041,14.1,-0.10999999999999988,14,18,tax,buyer,8,16,10,2021-01-29 13:07:53,11-20,8
31041,16,-2.0999999999999996,14,19,tax,buyer,7,16,10,2021-01-29 13:09:43,11-20,9
31041,15,-0.10999999999999988,14,20,tax,buyer,8,16,10,2021-01-29 13:11:45,11-20,10
32691,16,-3.5999999999999996,12,1,notax,seller,12,15,0,2021-01-29 12:31:00,1-10,1
32691,20,-3.9,12,2,notax,seller,13,15,0,2021-01-29 12:36:27,1-10,2
32691,20,-4.8,12,3,notax,seller,16,15,0,2021-01-29 12:37:52,1-10,3
32691,16,-3.5999999999999996,12,4,notax,seller,12,15,0,2021-01-29 12:39:44,1-10,4
32691,18,-3.9,12,5,notax,seller,13,15,0,2021-01-29 12:42:06,1-10,5
32691,18,-4.8,12,6,notax,seller,16,15,0,2021-01-29 12:43:49,1-10,6
32691,16,-4.2,12,7,notax,seller,14,15,0,2021-01-29 12:45:43,1-10,7
32691,18,-4.2,12,8,notax,seller,14,15,0,2021-01-29 12:47:34,1-10,8
32691,18,-4.5,12,9,notax,seller,15,15,0,2021-01-29 12:50:16,1-10,9
32691,16,-4.8,12,10,notax,seller,16,15,0,2021-01-29 12:52:00,1-10,10
32691,18,2.5,21,11,notax,buyer,10,15.5,0,2021-01-29 12:54:12,11-20,1
32691,20,2.3000000000000003,21,12,notax,buyer,9,16,0,2021-01-29 12:56:19,11-20,2
32691,25,2.5,21,13,notax,buyer,10,15.5,0,2021-01-29 12:58:15,11-20,3
32691,19,2.7,21,14,notax,buyer,11,15,0,2021-01-29 13:00:30,11-20,4
32691,19,2.4000000000000004,21,15,notax,buyer,12,15,0,2021-01-29 13:02:14,11-20,5
32691,20,2.1,21,16,notax,buyer,13,15,0,2021-01-29 13:04:21,11-20,6
32691,18,2.4000000000000004,21,17,notax,buyer,12,15,0,2021-01-29 13:06:08,11-20,7
32691,19,2.4000000000000004,21,18,notax,buyer,12,15,0,2021-01-29 13:08:40,11-20,8
32691,17,2.4000000000000004,21,19,notax,buyer,12,15,0,2021-01-29 13:09:40,11-20,9
32691,23,2.4000000000000004,21,20,notax,buyer,12,15,0,2021-01-29 13:12:01,11-20,10
34081,12,-0.039999999999999813,14,1,tax,buyer,6,18,10,2021-01-29 12:33:08,1-10,1
34081,19,-4.54,14,2,tax,buyer,6,18.5,10,2021-01-29 12:36:52,1-10,2
34081,0,0.020000000000000018,14,3,tax,buyer,8,18.5,10,2021-01-29 12:38:03,1-10,3
34081,0,0.11000000000000032,14,4,tax,buyer,9,18.5,10,2021-01-29 12:39:56,1-10,4
34081,10,0.10000000000000009,14,5,tax,buyer,8,18.5,10,2021-01-29 12:41:58,1-10,5
34081,18,-3.9099999999999997,14,6,tax,buyer,7,18,10,2021-01-29 12:43:56,1-10,6
34081,0,0.08999999999999986,14,7,tax,buyer,7,18,10,2021-01-29 12:45:39,1-10,7
34081,12,0.08999999999999986,14,8,tax,buyer,7,18.05,10,2021-01-29 12:47:46,1-10,8
34081,12,0.10000000000000009,14,9,tax,buyer,8,18.1,10,2021-01-29 12:49:54,1-10,9
34081,0.01,0.10000000000000009,14,10,tax,buyer,8,18.15,10,2021-01-29 12:52:21,1-10,10
34081,29,10,29,11,notax,buyer,10,16,0,2021-01-29 12:54:39,11-20,1
34081,29,10.3,29,12,notax,buyer,9,16,0,2021-01-29 12:55:35,11-20,2
34081,29,10.5,29,13,notax,buyer,10,15.5,0,2021-01-29 12:57:45,11-20,3
34081,29,10.7,29,14,notax,buyer,11,15,0,2021-01-29 13:00:33,11-20,4
34081,29,10.4,29,15,notax,buyer,12,15,0,2021-01-29 13:02:06,11-20,5
34081,29,10.1,29,16,notax,buyer,13,15,0,2021-01-29 13:03:31,11-20,6
34081,29,10.4,29,17,notax,buyer,12,15,0,2021-01-29 13:05:34,11-20,7
34081,29,10.4,29,18,notax,buyer,12,15,0,2021-01-29 13:07:40,11-20,8
34081,29,10.4,29,19,notax,buyer,12,15,0,2021-01-29 13:09:34,11-20,9
34081,29,10.4,29,20,notax,buyer,12,15,0,2021-01-29 13:11:33,11-20,10
34430,10,-0.039999999999999813,28,1,tax,buyer,6,18,10,2021-01-29 12:30:50,1-10,1
34430,18,0.02000000000000024,28,2,tax,buyer,6,18.5,10,2021-01-29 12:36:04,1-10,2
34430,20,9.52,28,3,tax,buyer,8,18.5,10,2021-01-29 12:38:17,1-10,3
34430,20,9.610000000000001,28,4,tax,buyer,9,18.5,10,2021-01-29 12:39:58,1-10,4
34430,20,9.6,28,5,tax,buyer,8,18.5,10,2021-01-29 12:41:44,1-10,5
34430,20,10.09,28,6,tax,buyer,7,18,10,2021-01-29 12:44:09,1-10,6
34430,19,10.09,28,7,tax,buyer,7,18,10,2021-01-29 12:46:00,1-10,7
34430,19,10.04,28,8,tax,buyer,7,18.05,10,2021-01-29 12:47:42,1-10,8
34430,19,9.999999999999998,28,9,tax,buyer,8,18.1,10,2021-01-29 12:49:47,1-10,9
34430,19,9.950000000000001,28,10,tax,buyer,8,18.15,10,2021-01-29 12:51:47,1-10,10
34430,22,-0.1299999999999999,15,11,tax,seller,6,16,10,2021-01-29 12:54:10,11-20,1
34430,20,-0.1299999999999999,15,12,tax,seller,9,16,10,2021-01-29 12:56:08,11-20,2
34430,20,-0.19999999999999973,15,13,tax,seller,9,16,10,2021-01-29 12:57:56,11-20,3
34430,20,-0.1299999999999999,15,14,tax,seller,9,16,10,2021-01-29 12:59:45,11-20,4
34430,20,-0.040000000000000036,15,15,tax,seller,7,16,10,2021-01-29 13:01:40,11-20,5
34430,20,-0.10999999999999988,15,16,tax,seller,8,16,10,2021-01-29 13:03:43,11-20,6
34430,20,-0.10000000000000009,15,17,tax,seller,7,16,10,2021-01-29 13:05:53,11-20,7
34430,20,-0.10999999999999988,15,18,tax,seller,8,16,10,2021-01-29 13:07:41,11-20,8
34430,20,-0.10000000000000009,15,19,tax,seller,7,16,10,2021-01-29 13:09:47,11-20,9
34430,20,-0.10999999999999988,15,20,tax,seller,8,16,10,2021-01-29 13:11:37,11-20,10
37048,20,10.4,29,1,notax,buyer,12,15,0,2021-01-29 12:30:58,1-10,1
37048,15,10.1,29,2,notax,buyer,13,15,0,2021-01-29 12:35:51,1-10,2
37048,15,9.2,29,3,notax,buyer,16,15,0,2021-01-29 12:37:48,1-10,3
37048,15,10.4,29,4,notax,buyer,12,15,0,2021-01-29 12:39:43,1-10,4
37048,15,10.1,29,5,notax,buyer,13,15,0,2021-01-29 12:42:02,1-10,5
37048,15,9.2,29,6,notax,buyer,16,15,0,2021-01-29 12:43:35,1-10,6
37048,15,9.8,29,7,notax,buyer,14,15,0,2021-01-29 12:45:36,1-10,7
37048,15,9.8,29,8,notax,buyer,14,15,0,2021-01-29 12:47:49,1-10,8
37048,15,9.5,29,9,notax,buyer,15,15,0,2021-01-29 12:49:36,1-10,9
37048,15,9.2,29,10,notax,buyer,16,15,0,2021-01-29 12:51:30,1-10,10
37048,15,-1,14,11,notax,seller,10,16,0,2021-01-29 12:54:23,11-20,1
37048,17,-2.6999999999999997,14,12,notax,seller,9,16,0,2021-01-29 12:56:45,11-20,2
37048,16,-3,14,13,notax,seller,10,15.5,0,2021-01-29 12:58:30,11-20,3
37048,15,-2.3,14,14,notax,seller,11,15,0,2021-01-29 12:59:39,11-20,4
37048,15,-2.5999999999999996,14,15,notax,seller,12,15,0,2021-01-29 13:02:06,11-20,5
37048,15,-2.9,14,16,notax,seller,13,15,0,2021-01-29 13:04:04,11-20,6
37048,15,-2.5999999999999996,14,17,notax,seller,12,15,0,2021-01-29 13:05:23,11-20,7
37048,15,-2.5999999999999996,14,18,notax,seller,12,15,0,2021-01-29 13:07:30,11-20,8
37048,15,-2.5999999999999996,14,19,notax,seller,12,15,0,2021-01-29 13:09:52,11-20,9
37048,15,-2.5999999999999996,14,20,notax,seller,12,15,0,2021-01-29 13:11:47,11-20,10
37449,18,2.96,5,1,tax,seller,6,18,10,2021-01-29 12:32:28,1-10,1
37449,19,-0.039999999999999813,5,2,tax,seller,6,18.5,10,2021-01-29 12:37:44,1-10,2
37449,20,0.020000000000000018,5,3,tax,seller,8,18.5,10,2021-01-29 12:38:30,1-10,3
37449,21,0.11000000000000032,5,4,tax,seller,9,18.5,10,2021-01-29 12:39:50,1-10,4
37449,22,0.10000000000000009,5,5,tax,seller,8,18.5,10,2021-01-29 12:41:45,1-10,5
37449,40,0.08999999999999986,5,6,tax,seller,7,18,10,2021-01-29 12:43:41,1-10,6
37449,35,0.08999999999999986,5,7,tax,seller,7,18,10,2021-01-29 12:45:43,1-10,7
37449,24,0.08999999999999986,5,8,tax,seller,7,18.05,10,2021-01-29 12:47:53,1-10,8
37449,10,3.2000000000000015,5,9,tax,seller,8,18.1,10,2021-01-29 12:49:57,1-10,9
37449,12,3.2499999999999987,5,10,tax,seller,8,18.15,10,2021-01-29 12:51:49,1-10,10
37449,10.01,2.87,3,11,tax,seller,6,16,10,2021-01-29 12:53:46,11-20,1
37449,35,-0.1299999999999999,3,12,tax,seller,9,16,10,2021-01-29 12:56:18,11-20,2
37449,13,2.8000000000000003,3,13,tax,seller,9,16,10,2021-01-29 12:57:49,11-20,3
37449,16,2.87,3,14,tax,seller,9,16,10,2021-01-29 12:59:53,11-20,4
37449,35,-0.10000000000000009,3,15,tax,seller,7,16,10,2021-01-29 13:02:14,11-20,5
37449,40,-0.10999999999999988,3,16,tax,seller,8,16,10,2021-01-29 13:04:39,11-20,6
37449,33,-0.10000000000000009,3,17,tax,seller,7,16,10,2021-01-29 13:06:11,11-20,7
37449,32,-0.10999999999999988,3,18,tax,seller,8,16,10,2021-01-29 13:07:47,11-20,8
37449,23,-0.10000000000000009,3,19,tax,seller,7,16,10,2021-01-29 13:09:37,11-20,9
37449,31,-0.10999999999999988,3,20,tax,seller,8,16,10,2021-01-29 13:11:42,11-20,10
38194,15,4.4,23,1,notax,buyer,12,15,0,2021-01-29 12:31:03,1-10,1
38194,15,4.1,23,2,notax,buyer,13,15,0,2021-01-29 12:36:19,1-10,2
38194,16,3.2,23,3,notax,buyer,16,15,0,2021-01-29 12:37:52,1-10,3
38194,15,4.4,23,4,notax,buyer,12,15,0,2021-01-29 12:39:56,1-10,4
38194,15,4.1,23,5,notax,buyer,13,15,0,2021-01-29 12:42:20,1-10,5
38194,15,3.2,23,6,notax,buyer,16,15,0,2021-01-29 12:43:54,1-10,6
38194,15,3.8,23,7,notax,buyer,14,15,0,2021-01-29 12:45:51,1-10,7
38194,15,3.8,23,8,notax,buyer,14,15,0,2021-01-29 12:47:46,1-10,8
38194,15,3.5,23,9,notax,buyer,15,15,0,2021-01-29 12:50:26,1-10,9
38194,16,3.2,23,10,notax,buyer,16,15,0,2021-01-29 12:52:17,1-10,10
38194,23,-0.1299999999999999,13,11,tax,seller,6,16,10,2021-01-29 12:54:09,11-20,1
38194,23,-0.19999999999999973,13,12,tax,seller,9,16,10,2021-01-29 12:57:52,11-20,2
38194,24,-0.19999999999999973,13,13,tax,seller,9,16,10,2021-01-29 12:58:10,11-20,3
38194,23,-0.1299999999999999,13,14,tax,seller,9,16,10,2021-01-29 13:00:42,11-20,4
38194,23,-0.10000000000000009,13,15,tax,seller,7,16,10,2021-01-29 13:02:30,11-20,5
38194,24,-0.10999999999999988,13,16,tax,seller,8,16,10,2021-01-29 13:04:44,11-20,6
38194,23,-0.10000000000000009,13,17,tax,seller,7,16,10,2021-01-29 13:05:56,11-20,7
38194,23,-0.10999999999999988,13,18,tax,seller,8,16,10,2021-01-29 13:07:33,11-20,8
38194,23,-0.10000000000000009,13,19,tax,seller,7,16,10,2021-01-29 13:09:25,11-20,9
38194,23,-0.10999999999999988,13,20,tax,seller,8,16,10,2021-01-29 13:11:33,11-20,10
39343,12,-0.039999999999999813,12,1,tax,buyer,6,18,10,2021-01-29 12:32:08,1-10,1
39343,0,-0.039999999999999813,12,2,tax,buyer,6,18.5,10,2021-01-29 12:36:21,1-10,2
39343,10,0.020000000000000018,12,3,tax,buyer,8,18.5,10,2021-01-29 12:39:25,1-10,3
39343,12,0.11000000000000032,12,4,tax,buyer,9,18.5,10,2021-01-29 12:40:35,1-10,4
39343,12,0.10000000000000009,12,5,tax,buyer,8,18.5,10,2021-01-29 12:42:07,1-10,5
39343,12,0.1599999999999997,12,6,tax,buyer,7,18,10,2021-01-29 12:43:24,1-10,6
39343,12,0.08999999999999986,12,7,tax,buyer,7,18,10,2021-01-29 12:45:25,1-10,7
39343,12,0.08999999999999986,12,8,tax,buyer,7,18.05,10,2021-01-29 12:47:24,1-10,8
39343,12,0.10000000000000009,12,9,tax,buyer,8,18.1,10,2021-01-29 12:49:37,1-10,9
39343,12,0.10000000000000009,12,10,tax,buyer,8,18.15,10,2021-01-29 12:51:58,1-10,10
39343,18,-3,18,11,notax,seller,10,16,0,2021-01-29 12:53:55,11-20,1
39343,18,-2.6999999999999997,18,12,notax,seller,9,16,0,2021-01-29 12:55:50,11-20,2
39343,18,-3,18,13,notax,seller,10,15.5,0,2021-01-29 12:57:36,11-20,3
39343,18,-3.3,18,14,notax,seller,11,15,0,2021-01-29 12:59:49,11-20,4
39343,18,-3.5999999999999996,18,15,notax,seller,12,15,0,2021-01-29 13:01:32,11-20,5
39343,18,-3.9,18,16,notax,seller,13,15,0,2021-01-29 13:03:43,11-20,6
39343,18,-3.5999999999999996,18,17,notax,seller,12,15,0,2021-01-29 13:05:58,11-20,7
39343,18,-3.5999999999999996,18,18,notax,seller,12,15,0,2021-01-29 13:07:42,11-20,8
39343,18,-3.5999999999999996,18,19,notax,seller,12,15,0,2021-01-29 13:09:27,11-20,9
39343,18,-3.5999999999999996,18,20,notax,seller,12,15,0,2021-01-29 13:11:40,11-20,10
39412,11,-3.5999999999999996,11,1,notax,buyer,12,15,0,2021-01-29 12:31:02,1-10,1
